Index	NumberPSM	ProteinID	MaxPepProb	ReferenceIntensity	trt1	127N	128C	129N	130C	131N	RefInt_TMT6_FP18_chimerys
GFI1	5	Q99684	1.0	22.70591507007229	0.009752386091950171	0.033036603190508274	0.01632040927275824	0.017772078787778867	-0.0592525373955759	-0.07376292422134867	22.70591507007229
GFM1	40	Q96RP9	1.0	25.938675091536627	0.010014440909801081	0.03174164630309839	-0.030941389154607535	0.05018553053884567	-0.03539711588714667	-0.03848581715021204	25.938675091536627
GFM2	4	Q969S9	1.0	22.499457388003925	-0.014036864709932928	0.06026623880401161	0.03037411184349814	0.0340639603952031	-0.04438811459825409	-0.06409011140751275	22.499457388003925
GFPT1	32	Q06210	1.0	24.98696614310115	0.0122389010121573	0.052195686344920666	-0.029283331209843055	0.04425379173687283	-0.06316866254352149	-0.09620536798831125	24.98696614310115
GGA1	12	Q9UJY5	1.0	23.007893841546917	0.011466765482145647	0.06578671547113046	-0.012294117771883606	0.03370830729853225	-0.10265272399861924	-0.03598270162928152	23.007893841546917
GGA2	7	Q9UJY4	1.0	23.68430025070517	0.03591814933342974	0.048724888056554505	-0.033073296513514094	0.0612027615757782	-0.038489414762491236	-0.06497515880974092	23.68430025070517
GGA3	3	Q9NZ52	1.0	20.649718639482632	0.013294200467697692	0.10584415638392386	-0.05923108484890349	-0.016114133003469533	0.04465014726529759	-0.021638181455806205	20.649718639482632
GGACT	1	Q9BVM4	1.0	18.494894917158568	-0.0731063370518985	0.0607003062092879	-0.23031696786588007	0.09811009342109855	0.04617751540838633	0.07189378241323752	18.494894917158568
GGCT	22	O75223	1.0	25.41368706160072	0.052617942703844456	0.05545204207071386	0.001373935968429052	-0.016951886986632303	-0.049362221917071736	-0.09942374067354898	25.41368706160072
GGH	15	Q92820	1.0	24.421356630734255	0.07371987742765285	0.03218574637077154	-0.001479596175329334	0.03757826464357272	-0.12117336599864004	-0.08357965030409176	24.421356630734255
GGNBP2	1	Q9H3C7	0.9985	20.378190059238996	-0.046837971740828266	0.05790748005010826	0.0034880307716314007	0.050983759506699755	0.03480068657323798	-0.10751977442260241	20.378190059238996
GGPS1	2	O95749	1.0	21.63474848458624	-0.14184773162711473	-0.04737287413725966	0.006078115887701685	0.10357773174035323	0.033365584600248965	0.027240145226716805	21.63474848458624
GGT1	16	P19440	1.0	25.439993128841447	0.010925299067446659	0.07448925267962636	-0.0033166386382088575	0.04321017124172144	-0.04921502373915132	-0.06274738123033785	25.439993128841447
GHDC	5	Q8N2G8	1.0	23.610195869514495	-0.032099690843480744	0.030641587265840542	-0.04433541142540065	0.05714192037255472	0.03679032349034017	-0.029527754062016243	23.610195869514495
GHITM	8	Q9H3K2	1.0	23.59936907394283	0.07326309978464174	0.037819908277233694	0.06661032413821211	-0.04688566515953596	-0.0923056262754205	-0.10557940520635789	23.59936907394283
GID8	7	Q9NWU2	1.0	24.381653840923548	0.01610798160611182	0.03919861822619808	0.07203132199997242	0.03821735998248954	-0.0958430139409181	-0.003006474944918125	24.381653840923548
GIGYF1	1	O75420	0.9969	20.36591184191158	0.21033138434200538	0.12654448335864288	-0.09113241019753815	-0.022389063154996336	-0.16966861157582258	-0.09089980423483013	20.36591184191158
GIGYF2	34	Q6Y7W6	1.0	25.26076566223723	0.05376937083527267	0.07446874602046094	-0.010560296126946866	0.055069085024410214	-0.09178710105868149	-0.10614823110607396	25.26076566223723
GIMAP2	1	Q9UG22	0.9928	20.52300836054851	-0.02438684941074243	0.09479631596489213	-0.0010835356984770783	-0.0338181082620892	0.008698305813588547	-0.048832011737506065	20.52300836054851
GINS2	3	Q9Y248	1.0	23.299589659881903	0.01937506259031707	-0.0032467496470118817	0.006088382688236749	-8.820355663630153E-4	-0.05065155989424497	-0.011267969753152585	23.299589659881903
GINS3	10	Q9BRX5	1.0	24.358016903677445	0.009489723216780988	0.03169082349958252	-0.04395135068709699	0.0194322511983831	-0.013132533535735291	-0.0448640642293654	24.358016903677445
GINS4	7	Q9BRT9	1.0	23.730029772185002	-0.04122935205696443	0.07469229528664201	-0.027947764495765526	0.04930496167793308	-0.03605929706036193	-0.06358824456206591	23.730029772185002
GIPC1	2	O14908	1.0	21.16240981340755	-0.13955062984231503	0.016044404927013645	-0.10050138145655119	0.05317728783745501	0.13995945792561493	-0.019770718314557456	21.16240981340755
GIT1	10	Q9Y2X7	1.0	23.009540716614225	0.050941331651781496	0.008625207170663174	-0.004019663240448779	0.007383145323935025	-0.03851194655064205	-0.03340693880813639	23.009540716614225
GIT2	26	Q14161	1.0	25.364372000621753	-0.0019299267208214843	0.05576636526398637	-0.001157405404296874	0.006539683204557889	-0.04988682851688431	-0.08062115644435508	25.364372000621753
GK	2	P32189	1.0	21.160335860489134	-0.035571898090900334	-0.048081043959609104	0.04959334785882952	0.09261219977140378	-0.0396449510407173	-0.03010796897248902	21.160335860489134
GLA	14	P06280	1.0	24.767940248352808	0.0362314807922921	0.029935949560302433	0.0014016736949162834	0.015610122392955006	-0.037713796481959605	-0.0405959898195718	24.767940248352808
GLB1	17	P16278	1.0	23.58036600109524	0.04738443219768129	0.07505386409166803	0.0035567207151387947	0.022646895097651054	-0.11914063503613903	-0.054183490048565375	23.58036600109524
GLE1	15	Q53GS7	1.0	23.287426448830338	-0.006358668034739168	-0.0013154439705704846	-0.006989681618012611	0.0364489905592329	-0.04375467337040817	-0.022056512103862502	23.287426448830338
GLG1	25	Q92896	1.0	24.647784447644337	0.025851071314665575	0.052573391524848745	0.016146605551837112	0.03408616091445538	-0.05363389836777621	-0.051392528959841144	24.647784447644337
GLIPR2	2	Q9H4G4	1.0	20.640192253520066	-0.0413346667621477	-0.10737847084482155	-0.10241571952611217	-0.02597341961212507	0.10990088838832346	0.1168990019380427	20.640192253520066
GLMN	5	Q92990	1.0	22.466012073851417	-0.0988624571052199	0.005712805048858627	0.04802751522019477	0.041860058611735695	-0.08239773463613886	0.01798738958416024	22.466012073851417
GLO1	14	Q04760	1.0	26.96143962587423	0.008982706161063447	0.030776874906212726	-0.015658325912268012	0.052977675995308005	-0.05487959370195661	-0.01860557503613336	26.96143962587423
GLOD4	28	Q9HC38	1.0	26.4424607747358	0.08946893279256685	0.07877712806210724	0.008251761973642857	0.014862677672251579	-0.10254246069065154	-0.07010835737581544	26.4424607747358
GLRX	13	P35754	1.0	26.60899180822805	-0.09679963840601324	0.07910375698858374	-0.004465917513158502	0.09067123038297353	-0.02038744239234802	-0.08607004157921239	26.60899180822805
GLRX2	1	Q9NS18	1.0	20.493460254976693	-0.17903623796400936	0.04877490660473782	0.07716928713009352	0.12268940270888606	-0.018626450079423762	-0.07181518899255579	20.493460254976693
GLRX3	62	O76003	1.0	27.3461579906923	0.10382632899884925	0.0897905732598634	-0.003177907173101957	-0.001633946827576338	-0.11044777137760775	-0.12509778468935195	27.3461579906923
GLRX5	14	Q86SX6	1.0	23.952493194006063	-0.0015268039439026992	0.07226490858528933	-0.018515169312419033	0.051752955801265266	-0.04431130502399583	-0.07848542364451916	23.952493194006063
GLS	30	O94925	1.0	26.45519468356012	0.10203018044908774	0.06851910334863387	0.032532420844324506	-0.0051291407858213844	-0.12874763080326446	-0.11109531757166469	26.45519468356012
GLT8D1	6	Q68CQ7	1.0	22.96308498500465	-0.06680831990978398	0.09205662133043901	0.03094098063949069	0.01060374443676082	0.0016487326162444305	-0.04239254162005501	22.96308498500465
GLUD1	72	P00367	1.0	26.351420659238904	0.03398598591706303	0.04621847784543398	-0.013535498422083236	0.029367896752892975	-0.05881677001905494	-0.05816294291717661	26.351420659238904
GLUL	6	P15104	1.0	23.126510684562913	-0.0781322365494006	0.036662599841018384	-0.002748859713404883	0.03285172005306425	-0.06069223946245739	0.008953164142532444	23.126510684562913
GLYR1	16	Q49A26	1.0	23.831445126251786	0.049817526057445605	0.054911268966638005	-0.024149121360943937	0.03310526204469788	-0.045634387256290765	-0.09805333405457617	23.831445126251786
GM2A	1	P17900	0.9815	19.84987814152103	0.0056265519682305865	0.06090151937913291	-0.02343122068231196	0.04349034682655173	-0.058295822499033534	-0.031971224028428225	19.84987814152103
GMDS	17	O60547	1.0	24.45543659516448	0.008692233921802739	0.05787971456070551	-0.00959445798839198	0.005320081050705028	-0.035099018501213664	-0.07708149073803128	24.45543659516448
GMEB1	2	Q9Y692	1.0	21.973120967746908	0.02767535503270757	0.06995990426050724	-0.07432492093999876	0.06116122268099389	-0.06002634561755116	-0.03296360120898001	21.973120967746908
GMEB2	4	Q9UKD1	1.0	23.222317526212777	-0.015547529898711332	0.05170090051304754	-0.010544427369852727	0.04448868052743471	-0.05083360374324819	-0.05294227511714311	23.222317526212777
GMFB	4	P60983	1.0	23.42037668545196	0.07220737023051882	0.04950170220441663	-0.009281188395064532	0.038987630651732275	-0.04378550798532288	-0.10187637523418225	23.42037668545196
GMFG	12	O60234	1.0	25.99811487095616	-0.0026444716571951687	0.046936865130685845	-0.06093248816515384	0.019573314185318935	0.012316870944328429	-0.05002424501127756	25.99811487095616
GMIP	10	Q9P107	1.0	23.403154086516206	0.04408448412496657	0.0649445676957674	-0.02538539277976959	0.01825842302363334	-0.032057996166210856	-0.06528481609921144	23.403154086516206
GMNN	6	O75496	1.0	23.010499666504536	0.0582931700028535	0.06110446829413885	-0.0010796368571854842	-0.03567239189470506	0.028539219745046474	-0.11384429814199137	23.010499666504536
GMPPA	8	Q96IJ6	1.0	23.573251892320215	-2.597081472330842E-4	0.05291099586262504	0.007227490698905825	0.044153940447250406	-0.047820682512141666	-0.08346533704577741	23.573251892320215
GMPPB	6	Q9Y5P6	1.0	23.557158226767445	-0.0985856387683004	0.07875064460205738	0.005123656553456257	0.027137357902700998	-0.0717952146169214	-0.037477187056433436	23.557158226767445
GMPR2	14	Q9P2T1	1.0	24.611583165228904	0.06432712141480046	0.051985476590896695	0.0025800814590404286	0.018868038681674193	-0.07379918832229393	-0.058656392303038984	24.611583165228904
GMPS	97	P49915	1.0	27.682658178200526	0.05733174916011308	0.053930100060194164	-0.02369803511785662	0.022071918299083393	-0.06542084532221182	-0.07256309461054045	27.682658178200526
GNA13	7	Q14344	1.0	23.962933541084162	0.08074061380623476	0.07598423508786922	-0.03917585965237613	0.02175026490201759	-0.06120913606355671	-0.08616897120613842	23.962933541084162
GNAI2	37	P04899	1.0	26.971734260610706	0.0939879608329095	0.06881617786141181	-0.01332088584512725	0.017044277859094237	-0.08767186668571103	-0.0955141479901469	26.971734260610706
GNAI3	20	P08754	1.0	26.46891833484347	-0.05913399856988377	0.015721146924810192	0.011104259404319805	0.09269488800947911	-0.01166623226097041	-0.016345135211050632	26.46891833484347
GNAQ	7	P50148	1.0	22.749435763458084	0.19986580154667166	0.1276926665259559	0.007921367215949715	-0.007076698407491477	-0.22511116217381044	-0.15766762647023214	22.749435763458084
GNAS	12	P63092	1.0	24.636083735583185	0.010476744087302592	0.06318246567325225	-0.014585826789531353	0.060281149033777126	-0.07674959138754467	-0.08765007309620287	24.636083735583185
GNB1	35	P62873	1.0	27.15435094406045	0.06897820306673097	0.08005050194785568	-0.05683444786098413	0.018601788651732676	-0.07018276946329394	-0.06621715180534693	27.15435094406045
GNB1L	7	Q9BYB4	1.0	23.735501662593798	0.01731692352361769	0.05636277066935058	6.719314226870665E-4	-0.016672257285316405	-0.06837367090970048	-0.0811732892814323	23.735501662593798
GNB2	12	P62879	1.0	26.64490234544686	0.11422305782254671	0.06807678507667347	0.06061867475422833	-0.009076676089661895	-0.040180122690888886	-0.0709899124345128	26.64490234544686
GNB4	5	Q9HAV0	1.0	23.182288150737303	9.879923032727334E-4	0.03654535350334953	0.02218015588870692	0.023297726381922956	-0.05830108037129733	-0.09960488888686214	23.182288150737303
GNE	9	Q9Y223	1.0	23.532065782236113	0.07803825954093568	0.07579449425190532	0.016581160505605652	0.04013916869017464	-0.030088047892403935	-0.08110456605989924	23.532065782236113
GNG5	6	P63218	1.0	25.702963439449878	0.08587789738635099	0.10986100755204653	0.012535677402994772	-0.0338036917508342	-0.06500177750092284	-0.11721437590348227	25.702963439449878
GNL1	20	P36915	1.0	24.741305738947993	0.08493518004030065	0.09196529437690959	-0.008210289472319943	0.006688731247582069	-0.06880794872510876	-0.0944760488455767	24.741305738947993
GNL2	20	Q13823	1.0	25.339453137313303	0.03586122557483762	0.0708476626169059	-0.015608113008621416	0.011507155343622344	-0.023206081161353254	-0.1222236972021058	25.339453137313303
GNL3	56	Q9BVP2	1.0	26.604349166566298	0.05873157533222262	0.06139815004933169	-0.01759205361926952	0.02796809783121823	-0.05704208724058901	-0.06087358959853084	26.604349166566298
GNL3L	12	Q9NVN8	1.0	24.526114218467676	-0.01124106257689661	0.043833903074476765	-0.026292471928542227	0.03843709119019856	-0.012800637437452522	-0.03876106577272154	24.526114218467676
GNPAT	5	O15228	1.0	23.15199139857739	0.08619272004017375	0.0016370016724174263	-0.03682214549910512	-0.002155821453403206	-0.02830060749729313	-0.03315101328637482	23.15199139857739
GNPDA1	24	P46926	1.0	26.419081562860764	0.032308368280720146	0.030784971999436195	-0.0012781993656183488	0.05541257941478239	-0.0638692309699529	-0.05468251423947912	26.419081562860764
GNPNAT1	12	Q96EK6	1.0	23.374531585249613	0.03160320899902214	0.11090849972349659	0.02146610644359548	-0.012979772878876084	-0.13910510422871702	-0.09693723137801058	23.374531585249613
GNS	9	P15586	1.0	24.31125545075604	-0.027338821634799615	0.07553416754480224	-0.0161678506586469	0.005146930885981504	-0.039195034864128786	-0.07654042697082275	24.31125545075604
GOLGA1	2	Q92805	1.0	18.182130705241896	-0.13945068086814238	0.017472780240971097	0.08597732949228742	0.05128078508897893	-0.024299340676918746	-0.011841472627135197	18.182130705241896
GOLGA2	8	Q08379	1.0	23.108511057024185	-0.018220801926393193	0.056396742252525556	-0.005930109148888363	0.0362920901103676	-0.03662900862690677	-0.04884632463451055	23.108511057024185
GOLGA3	26	Q08378	1.0	24.51748657337289	0.03428232999095293	0.054437769089589416	0.013814268181814526	0.0367731124353341	-0.05871985992401818	-0.07681632754261791	24.51748657337289
GOLGA4	11	Q13439	1.0	22.75686243972777	0.011299794992645218	0.05645703337934549	-0.009752380720133402	0.03811460903993691	-0.0402692191805194	1.395061929088115E-4	22.75686243972777
GOLGA5	3	Q8TBA6	1.0	21.890430197625356	0.03014274141182227	0.05370895220409011	0.02182208201946878	0.07856918332345408	-0.10728721980732026	-0.10938915849567366	21.890430197625356
GOLGA7	2	Q7Z5G4	1.0	21.423495383197036	0.10781771328478751	0.030381627953395274	-0.05918111938884607	-0.03273058952966679	0.018979713200590886	-0.10278547288211115	21.423495383197036
GOLGA8M	1	H3BSY2	0.998	21.24385750454091	0.06028635986844577	0.006724450898481393	0.007661034937747502	0.04011202620740306	-0.09550358136531756	-0.02445509275872837	21.24385750454091
GOLGB1	42	Q14789	1.0	23.359747530783515	-0.03708205807751952	0.03630627427745203	-0.006091460485464495	0.046883047011541557	-0.0501747879991985	-0.039014540226634864	23.359747530783515
GOLIM4	11	O00461	1.0	23.394354243115256	0.010725836961864132	0.04031750208693197	-0.00923643623075776	0.03393305943240321	7.237963579669326E-4	-0.049815208163639824	23.394354243115256
GOLM1	10	Q8NBJ4	1.0	24.3451720515015	-0.013469997617965745	-0.03837439200417947	0.019077204684265325	0.038390838325758736	-0.07879505171143997	-0.0580968163749791	24.3451720515015
GOLPH3	12	Q9H4A6	1.0	24.05031943693201	0.10025908467354405	0.12662308749843199	0.012065851785238557	-0.06231700747263691	-0.09608228758215098	-0.16557588481455277	24.05031943693201
GOLPH3L	3	Q9H4A5	1.0	22.89748253572465	0.011622662597307709	0.10961049076865947	-0.02824839548756586	0.011709478557882846	-0.153776728903825	-0.019342820540781958	22.89748253572465
GOLT1B	3	Q9Y3E0	1.0	23.469331719190365	0.02847721655725266	0.023136974585085568	0.06323639817716398	0.0702643062288395	-0.05378430440081061	-0.08340150596203699	23.469331719190365
GON7	1	Q9BXV9	1.0	21.266033219579004	-0.24117732975259898	0.042290694612013624	-0.0906610938844139	0.08716376602906806	0.07065426697884192	0.10115643985738387	21.266033219579004
GOPC	13	Q9HD26	1.0	24.41278385442693	0.03002222424995793	0.04630454489859659	-0.010658675653576921	0.04111294676102162	-0.0666840220819438	-0.052584136146826665	24.41278385442693
GORASP1	1	Q9BQQ3	1.0	20.481651780045645	0.12010445040465711	3.618607015525299E-4	-0.05614509209438978	0.06212797638930212	-0.0269646683579019	-0.11151234431953583	20.481651780045645
GORASP2	10	Q9H8Y8	1.0	25.684440432807936	0.1545254931954556	0.0252959745286514	-0.01015188907233977	-0.016633156723735887	-0.10062300133227264	-0.1600996560095833	25.684440432807936
GOSR1	7	O95249	1.0	23.233607995931557	0.029075839957727112	-0.006494055773305973	0.016221847509616083	0.052366892021442624	-0.08829308443478467	-0.04436748991346384	23.233607995931557
GOSR2	1	O14653	1.0	22.42003524770273	0.0974010212447034	0.07809325964628755	-0.028760918957214443	0.010370791301706817	-0.06035384809437616	-0.10775896025766585	22.42003524770273
GOT1	36	P17174	1.0	27.53754503602398	0.013046193524537841	0.061467182413721844	-0.014682351399141425	0.012333586240931282	-0.07019330953953329	-0.07589413561510483	27.53754503602398
GOT2	68	P00505	1.0	27.846964056825673	0.09031203413524924	0.09282917576546801	0.00278569828340558	0.009688686090919774	-0.09870065587321442	-0.10667184774022331	27.846964056825673
GPAA1	6	O43292	1.0	23.340028761557033	0.05668776665048192	0.014924374702649956	0.05220877218248354	0.047041109129285275	-0.09126093932428603	-0.01593588771805443	23.340028761557033
GPALPP1	8	Q8IXQ4	1.0	23.98841977899095	-9.506744218512608E-4	0.0675271124735044	-0.019744915349109604	0.024370497105776323	-0.012784976856870855	-0.07865278767792638	23.98841977899095
GPAT4	4	Q86UL3	1.0	22.402897467476503	0.11813529730250849	0.14967624413045932	0.00498749602795634	-0.025596648725359827	-0.19857323643461378	-0.09486100385085905	22.402897467476503
GPATCH1	4	Q9BRR8	1.0	21.47108138455362	-0.002748957963551568	-0.001984978279155669	-0.06129518106737031	0.09574092708182391	0.021631535147850656	-0.09808938904702202	21.47108138455362
GPATCH11	3	Q8N954	1.0	23.69231584755397	-0.11100221438427127	0.008847445751264615	0.05935443040770849	0.06973327590275247	-0.052922734936654336	0.05103521594566374	23.69231584755397
GPATCH3	2	Q96I76	0.999	20.660158123656633	-0.02770960632936159	-0.14541837158107196	0.04825329962913916	-0.02069988493502528	0.08597191456414333	0.03220737218863068	20.660158123656633
GPATCH4	14	Q5T3I0	1.0	24.722583200203296	0.019002033553196185	0.030032586012683993	-0.03861964746446489	0.04433875394040321	-0.03514614292895857	-0.023750497712576646	24.722583200203296
GPATCH8	5	Q9UKJ3	1.0	22.297727293850578	0.0630423252065011	-0.011486409308488987	-0.025632711816649945	0.03519342758192323	-0.08391737288661538	0.015861200338415316	22.297727293850578
GPBP1	1	Q86WP2	0.9857	19.98942271482669	-0.13030495712258983	0.15055702994471076	0.005279772423474327	0.059079714059407706	-0.03770217300058931	-0.06387504440699132	19.98942271482669
GPBP1L1	1	Q9HC44	0.9969	19.404216458053583	-0.09360815440459369	0.12586769278314414	0.15770969093543563	0.17408063268202056	-0.1119334425181826	-0.3173312418364418	19.404216458053583
GPCPD1	4	Q9NPB8	1.0	22.839615481779873	-0.006250352091727862	0.050876051138525114	-0.03011099100671366	0.026840309295291576	-0.026922263702759963	-0.0699142252008862	22.839615481779873
GPD1L	4	Q8N335	1.0	22.754781112866855	0.16927750607949044	0.10422750899935895	-0.05391032842850407	-0.02110726761890458	-0.11682169456675773	-0.11254730435131322	22.754781112866855
GPHN	11	Q9NQX3	1.0	24.641676658171153	0.06086276956285985	0.06728861894905691	-0.03234846787180956	-0.0065574492848057275	-0.02279260382570314	-0.07706433541073743	24.641676658171153
GPI	121	P06744	1.0	27.59099977472859	0.09137009829944631	0.08008616588489303	-0.017283170838107154	0.021518772872790137	-0.11860013177758333	-0.11714434469053092	27.59099977472859
GPKOW	22	Q92917	1.0	24.89945044140771	0.03966626716006161	0.0566952720882945	-0.02199092072288522	0.035172452739416826	-0.03980547861842787	-0.057472708489742175	24.89945044140771
GPN1	4	Q9HCN4	1.0	22.942027614410538	-0.03315326115610695	0.016335515171352455	-0.07081806315149386	0.07382404093523043	0.02066152664737686	0.010506424090710453	22.942027614410538
GPN3	3	Q9UHW5	1.0	22.232719453431773	-0.28931017932024616	-0.24240654162333541	0.02653856425251533	0.11779587209378661	0.21270362162120193	0.1257627932040748	22.232719453431773
GPR107	3	Q5VW38	1.0	22.12250008620616	-0.20434903698293994	-0.029685948059249512	-0.004267177977375525	0.06773396343898241	0.040794186981401026	0.03793398853381191	22.12250008620616
GPR84	2	Q9NQS5	1.0	21.604525137453802	9.667519140581504E-4	-0.008021267742449822	-0.02601526048665015	0.0425310011726161	0.007957891645029136	-0.02290699424649567	21.604525137453802
GPR89A	2	B7ZAQ6	1.0	19.1479210352967	0.03989045565610283	0.21237106284415663	-0.021241392191313047	-0.021825915792337724	-0.11264476755189357	-0.1365515957681147	19.1479210352967
GPS1	31	Q13098	1.0	25.37120768186236	0.07053813321555324	0.06620190861845643	-0.00547545276162964	0.012455990471757161	-0.07488619517477169	-0.10351127110148539	25.37120768186236
GPS2	3	Q13227	1.0	21.41183814208228	-0.02960018807724296	0.019656892764501777	-0.014665337799783629	0.018056040600502143	-0.024938403369084483	0.024910459662592643	21.41183814208228
GPT2	10	Q8TD30	1.0	23.310881418851896	-0.07568705300342504	0.0428315196182929	-0.051257992027609944	0.03656743284341779	0.002268867064016966	0.04319134995534668	23.310881418851896
GPX1	11	P07203	1.0	25.497090544828367	-0.044577321336927156	0.0724132930782666	-0.03217061805306187	0.0789241998218948	-0.030258134351463184	-0.02027407149148175	25.497090544828367
GPX4	10	P36969	1.0	23.322315642586844	0.07899847530591764	0.04184420456101101	0.020472100384500536	0.024548979926708014	-0.08295700334693556	-0.05692755774333058	23.322315642586844
GRAMD1A	1	Q96CP6	1.0	20.568270937953812	-0.2031163786950465	0.061819263737628916	0.05041627971461082	0.07038272806694934	-0.008437134905943111	0.011236503741066883	20.568270937953812
GRB10	5	Q13322	1.0	22.186909593658257	-0.03945476251400848	0.030863113453843738	0.01112715991233415	0.05944519922449132	-0.04730923204180115	-0.059646623241512486	22.186909593658257
GRB2	38	P62993	1.0	26.182257468511217	0.00874418260270815	0.02194301057077297	-0.022805481548935802	0.054993206037085685	-0.061075084577705496	-0.03431698088949986	26.182257468511217
GRHPR	10	Q9UBQ7	1.0	24.893669101249447	0.015148833580965082	0.046384007030939145	0.012835554065592447	0.01640311571632047	-0.05926278386677453	-0.05728871994913476	24.893669101249447
GRIPAP1	17	Q4V328	1.0	24.256637575899116	-0.03526421248376366	0.02898921551578937	0.020406471223736844	0.06389972659847842	-0.05034493695964137	-0.016468169711497893	24.256637575899116
GRK2	46	P25098	1.0	26.361680922663634	0.060988384861714096	0.06732339074085303	-0.029273959140931893	0.02363075165320616	-0.05427143564409853	-0.07204827549058734	26.361680922663634
GRK6	7	P43250	1.0	23.121210687740056	-0.05320520752368907	0.0915730573827247	0.009616932605197803	0.0369383714443412	-0.06028480589956686	-0.04761575936696616	23.121210687740056
GRM5	1	P41594	0.9924	20.038265195745577	0.10294131526871908	0.1291897657284089	0.05340562845308483	-0.032535245374106125	-0.12277062687757478	-0.1543687998326746	20.038265195745577
GRPEL1	30	Q9HAV7	1.0	27.578056141969423	0.09055730004812723	0.07182486743607619	-0.0114149050898682	0.0027819339165979784	-0.08261616836939467	-0.08377017168879775	27.578056141969423
GRSF1	24	Q12849	1.0	26.118596458228946	0.026099758554638086	0.06009390925398517	-0.024909716154759565	0.0346128944292019	-0.04925376861236597	-0.014831557715872634	26.118596458228946
GRWD1	23	Q9BQ67	1.0	26.79459731987612	0.09470203653296494	0.052607384780905875	-0.009947929224919605	0.02106603620616454	-0.11663232816773927	-0.11031329686561975	26.79459731987612
GSE1	19	Q14687	1.0	23.761616098449146	-0.012683787371154054	0.02710222468397916	-0.009261095931087482	0.06315238953036229	-0.013763992278125414	-0.03537495707507432	23.761616098449146
GSK3A	3	P49840	1.0	22.930623085004267	-0.40764466949657674	-0.5241245754033308	-0.37383303439029447	0.3461886697799983	0.33960011826317604	0.2571825921622022	22.930623085004267
GSK3B	7	P49841	1.0	23.082343055925012	-0.1327240397028433	-0.0859702510405711	-0.21058085466552257	0.21071794784912257	0.12035302562805938	0.10906713118446376	23.082343055925012
GSKIP	4	Q9P0R6	1.0	22.543729381316624	0.014873694657753234	0.014001649237552982	-0.0937175047446761	0.11458261261459413	-0.0337838348594115	-0.010235200835802871	22.543729381316624
GSN	94	P06396	1.0	28.2018287673714	0.03427179982564965	0.039202432278342414	-0.03027312627118306	0.02718184982794014	-0.006666768501666809	-0.06335812825365039	28.2018287673714
GSPT1	63	P15170	1.0	27.15681949962196	0.054184139328118164	0.08948752013542105	-0.02085653060990822	0.021182989612050562	-0.0824348738270686	-0.07569691526994404	27.15681949962196
GSR	31	P00390	1.0	25.70526966616591	0.09997738655107824	0.04607149599239335	-0.024242517275617104	-9.354902985592162E-4	-0.10110600279581305	-0.13336893969329822	25.70526966616591
GSS	28	P48637	1.0	25.90893346865794	0.08206126766126598	0.046155740510679166	-0.021325360063899623	0.00952449322529958	-0.09244282552225158	-0.011031917905801158	25.90893346865794
GSTCD	4	Q8NEC7	1.0	20.491633745539765	-0.07538675373961912	0.14081464736213967	0.04969633059668066	-0.03408602273402739	-0.04724729451197618	-0.0667188747311922	20.491633745539765
GSTK1	19	Q9Y2Q3	1.0	25.48166170372163	-9.132474794686374E-4	0.05154453857724661	0.005907750421030755	0.06271217648833982	-0.0740338593611547	-0.09095756189779891	25.48166170372163
GSTM3	1	P21266	0.9991	20.27193176484657	-0.09533852241388985	-0.10992030333066793	0.11801540276166733	0.11052028267773295	-0.07481997932801221	0.032790790131791425	20.27193176484657
GSTM4	1	Q03013	1.0	20.52932337927454	0.011267244570689172	-0.008653767826022118	5.244955074488189E-4	0.059997594480844185	-0.021395559958993005	-0.04389404510000716	20.52932337927454
GSTO1	34	P78417	1.0	27.26396712652115	0.04283438115911409	0.04147268070896182	-0.013900457630212415	0.023899348597744563	-0.09994114056338788	-0.05028781994955267	27.26396712652115
GSTP1	65	P09211	1.0	28.546732567963044	-0.01934835068604457	-0.0065592043164599545	-0.021421784033154978	0.06598794967103139	-0.023450367693722995	-0.023386218336053588	28.546732567963044
GSTZ1	3	O43708	1.0	22.02880885730934	-0.03990650748954394	0.062040066884559764	0.036701045352987904	0.03399766125454562	-0.06088876064911197	-0.022550361532021057	22.02880885730934
GTF2A2	2	P52657	1.0	23.310183317806807	-0.028131038424275445	0.06257559764529574	-0.004949729267545777	0.06343631599040833	-0.02704275525806743	-0.0728767582841705	23.310183317806807
GTF2B	16	Q00403	1.0	23.803525990292233	0.011653128568367421	0.06243855551736566	-0.02043301976700107	0.06683088538218662	-0.06180586337621641	-0.03866195266838801	23.803525990292233
GTF2E1	7	P29083	1.0	24.550360867861876	0.010571109064645867	0.05725256826645264	0.019961076339079398	0.03162783179333317	-0.08962955742329726	-0.06749871509709138	24.550360867861876
GTF2E2	10	P29084	1.0	23.490913221178587	0.03144453680439696	0.06591975095846259	-0.02994883848801777	-0.001953821995487104	-0.028137723420812222	-0.07410474831981695	23.490913221178587
GTF2F1	25	P35269	1.0	25.41114660402321	0.003716798608916605	0.08059985805196312	-0.01760832242859678	0.020255435126358634	-0.08359818749363157	-0.039403839775904004	25.41114660402321
GTF2F2	22	P13984	1.0	25.46079457815341	0.09858813617340623	0.06710671465504436	-0.025375908052005514	0.002359736359908382	-0.06211302435756849	-0.06440523987351732	25.46079457815341
GTF2H1	2	P32780	1.0	22.85355279820755	-0.028537869883322742	0.10352980565176395	0.013225858292559067	0.019150570806157674	-0.035724072871772705	-0.08342834552669309	22.85355279820755
