Index	NumberPSM	ProteinID	MaxPepProb	ReferenceIntensity	trt1	127N	128C	129N	130C	131N	RefInt_TMT6_FP18_chimerys
ACADSB	7	P45954	1.0	22.916194556202267	0.054059028845870216	0.05728120399989578	-0.01015128076122096	0.04117335198153782	-0.04153616676964589	-0.04636919996577049	22.916194556202267
ACADVL	38	P49748	1.0	25.869143257705446	0.017191738708007165	0.06057432348466474	0.01859310308821982	0.03376865675820895	-0.075582109119118	-0.08164832256954746	25.869143257705446
ACAP1	17	Q15027	1.0	24.774006845755878	0.021610359248672495	0.09885007503637055	-0.049272668200654124	0.0012718373972759878	-0.0591142951887349	-0.09670231349873326	24.774006845755878
ACAP2	12	Q15057	1.0	23.95745297913185	0.029465474728537444	0.04344341368879334	-0.01931582960325784	0.03604008910902223	-0.09925484970709597	-0.06141663702177347	23.95745297913185
ACAT1	82	P24752	1.0	27.06837816789471	0.06639977990483192	0.0692361124084293	-0.018911070090881665	0.01993997447601714	-0.05425344006437527	-0.08576880846539225	27.06837816789471
ACAT2	28	Q9BWD1	1.0	26.163750679782336	0.005397897728001588	0.05231390756136989	5.905399727428318E-4	0.053429457480238085	-0.030237355427526147	-0.0673705251662895	26.163750679782336
ACBD3	13	Q9H3P7	1.0	24.2455857809453	-0.02683384670582889	0.0688706773060872	-0.05272212323268377	0.07324889131510126	-0.023878690099625288	-0.029369999401854585	24.2455857809453
ACBD6	9	Q9BR61	1.0	24.500419521266156	0.005703172000259826	0.050340987385219194	-0.003418115868001337	0.046968709535011754	-0.008888390828008852	-0.05713966277858695	24.500419521266156
ACD	1	Q96AP0	1.0	18.918690963318365	-0.07050112810027898	0.13663667870529395	0.11529593248023673	0.05236886554675024	-0.09932150363929182	-0.1604946053466847	18.918690963318365
ACE2	1	Q9BYF1	0.9866	14.816448554860777	0.014761983350407348	-0.07652823538898801	0.14053407438316157	0.05997189738545927	-0.20358406221133052	0.040161755149629386	NA
ACIN1	54	Q9UKV3	1.0	26.15056976618895	0.04796854324175648	0.05416603934884279	-0.008601849961078933	0.015516165645886204	-0.03887519249431293	-0.06821669712929435	26.15056976618895
ACLY	125	P53396	1.0	27.56613873853398	0.06637563381597822	0.07876637530441855	-0.011725260320162079	0.02162013574175603	-0.07362027834969354	-0.08996312218426894	27.56613873853398
ACO1	20	P21399	1.0	24.218510574246608	0.05250701792548895	0.09596397139422752	-0.00943451427754205	0.03653067492565043	-0.11152105839613569	-0.10553316001693602	24.218510574246608
ACO2	46	Q99798	1.0	26.4069230057044	-0.0160791575216912	0.03807045776443552	-0.002465369460793454	0.026894121274732896	-0.03149725348036281	-0.05395818882152348	26.4069230057044
ACOT13	7	Q9NPJ3	1.0	24.314448584632082	0.026082735766365772	-0.0016783974247331912	-0.015012179676574533	0.09281323520121276	-0.044148223239076856	-0.04023471820445579	24.314448584632082
ACOT2	2	P49753	0.9991	21.565897734360505	0.025405397345300784	0.018444870487067888	-0.01112057905007724	-8.399150841569281E-4	-0.023066561608853675	-0.011941645147983238	21.565897734360505
ACOT7	40	O00154	1.0	26.07170544060484	0.01644386871081238	0.02371803384019877	-0.01853882115064387	0.06155708922390346	-0.03904601005086228	-0.05672441413369711	26.07170544060484
ACOT8	1	O14734	1.0	18.830124111053028	-0.027420725402571122	0.06194739177527353	-0.015065385928330954	-0.026989393882534074	0.07179870317870574	-0.06968061646793977	18.830124111053028
ACOT9	6	Q9Y305	1.0	22.682806249131243	-0.009687520856385134	-0.03530965887446946	0.04947555368519119	0.06397397683175754	-0.05154332440327103	-0.06918749675903868	22.682806249131243
ACOX1	12	Q15067	1.0	25.073689774088194	0.1452332548531441	0.12157740286990837	-0.05530875331844598	-0.0022864496376930887	-0.12633875971344377	-0.1243101386928771	25.073689774088194
ACP1	20	P24666	1.0	26.679685388319495	0.021138627867060222	0.1038143368039055	-0.006285596793654591	0.017722528247048785	-0.05402666866251593	-0.10518154886924602	26.679685388319495
ACP2	7	P11117	1.0	23.424154826409623	0.06567901125996656	0.04719544366832551	-0.008167435496837072	0.03302012758258499	-0.04472669795014106	-0.0447824315495815	23.424154826409623
ACP3	2	P15309	0.9998	18.8439501243785	-0.006021932833570887	0.11066724308740028	0.06983801279733015	0.02770724559226867	-0.14892299703408085	-0.07375678164030308	18.8439501243785
ACP6	1	Q9NPH0	0.9999	17.71879468097531	-0.14869473976981595	-0.09217561835499666	-0.10445807601763768	0.2084597964752195	0.09718390413636158	0.0065279663182344905	17.71879468097531
