Index	NumberPSM	ProteinID	MaxPepProb	ReferenceIntensity	126	127N	127C	128N	128C	129N	129C	130N	130C	131N	RefInt_TMT10_FP18_chimerys
ITGB1	49	P05556	1.0	26.458697108411886	26.55341091040369	22.162005019881484	23.604391935783404	27.72043780564834	23.365393281978474	26.982394740767937	26.729934550478152	27.311098034505704	23.29582145202919	27.115516134891745	26.458697108411886
ITGB1BP1	2	O14713	1.0	19.403218105363212	19.516796505816625	17.25153161601994	16.70271800848208	20.29123570985625	17.878224922894162	19.8301463720186	20.01035961638253	19.990919720174574	16.65167568744693	20.170228560299623	19.403218105363212
ITGB2	13	P05107	1.0	24.26284277055833	24.064850429917776	20.04451773646758	21.315506099525216	24.76240763902056	20.904532323224206	24.969473193820345	25.027181613491255	24.925205143899422	21.73891810806749	25.042026495635554	24.26284277055833
ITGB3	4	P05106	1.0	21.57500076479792	21.763688049006905	17.340147679799433	18.5783382638384	22.61968374691891	18.371702885634548	21.96412706135841	21.435358210322903	22.138888958981234	17.72953533056379	22.629879060214382	21.57500076479792
ITGB4	3	P16144	0.9971	19.68111804883797	19.29552763636287	15.667394256685606	16.357386492212793	21.618102858330715	16.647537813252573	20.30097250934458	19.732264342822603	20.075094935706705	16.746017895310693	19.75193227296509	19.68111804883797
ITGB5	5	P18084	1.0	23.830792863130593	23.874549011638447	19.696053789401116	20.8504114711651	24.759589943867848	21.11438697263546	24.687211101013716	24.430247300106426	24.494416894560565	21.191169001979777	24.444691122274207	23.830792863130593
ITIH1	41	P19827	1.0	26.01777965762769	26.08230190998892	22.13963918620329	23.30065908307024	27.115960436923885	22.8673012701076	26.54433087042339	26.38658342268941	26.78804974799008	22.84682775764461	26.763727367622863	26.01777965762769
ITIH2	57	P19823	1.0	24.89159150274968	24.887284138999366	20.81227746290213	22.078122770929532	25.976355465166296	21.490386139743663	25.437977135765237	25.278166128352453	25.531833363903218	21.98409647828031	25.566344777865048	24.89159150274968
ITIH3	12	Q06033	1.0	23.481518881945924	23.559593290224825	19.154553465868958	20.3446819490916	24.206377325395398	20.372401659546647	24.1194237582368	23.990130179235155	24.08929788215206	20.217077021083732	24.354786604388195	23.481518881945924
ITIH4	38	Q14624	1.0	25.38033079846109	25.50084505187714	21.135887364795863	22.516700653833713	26.20174903605246	22.38006182014492	26.01922484656538	26.000763335231454	26.056614008042636	22.523899881383553	26.188746451406132	25.38033079846109
ITIH5	1	Q86UX2	1.0	16.40892082416089	16.45991549260745	13.21245348180887	13.87905987927863	17.1933007309029	13.157604142465047	16.583379252414293	16.610456798433294	17.126268704886055	13.48908337851613	17.894167543827077	NA
ITPA	5	Q9BY32	1.0	21.84741452873202	22.172277548950966	17.406814442043327	19.483939112855367	23.37555715976407	18.150615700198617	22.2048607201267	21.593132685006776	21.77838456381116	18.410411957382188	22.476815264800138	21.84741452873202
ITPK1	6	Q13572	1.0	22.54296737096849	22.869074616048216	18.46190529632904	20.020372861249587	23.707637626222265	19.170355342707353	22.978152592051906	22.759531338834805	23.175076012485274	19.32115268157164	23.347115968853107	22.54296737096849
ITPKA	2	P23677	1.0	20.24106181000879	19.983542284519558	16.174673167499474	17.375918484423092	22.30205258846488	17.058794001554837	20.792191635466448	20.540398899076713	20.098591123247168	17.29109139751978	20.100512124862387	20.24106181000879
ITPR1	13	Q14643	1.0	21.42862402346948	20.708009627998585	17.139474709750154	17.96267945466627	22.378126502737878	18.310308530783963	22.43825595485601	22.443552836924525	21.866227065459007	18.970404675921067	21.49878311929177	21.42862402346948
ITPR2	111	Q14571	1.0	25.75157975616599	25.849261105989964	21.490015503501233	23.035341659056694	26.67301992442996	22.59662149263456	26.5017517465762	26.380780901891505	26.442702177852482	22.943588659833715	26.284411708751158	25.75157975616599
ITPRID2	14	P28290	1.0	23.05616220677356	23.379902994078062	19.228702114438306	20.478057749132805	24.03961457893255	20.08392698740845	23.235868661116413	23.16844042083675	23.844571407674486	19.517376289151827	24.057096058279978	23.05616220677356
ITSN1	29	Q15811	1.0	23.70946779155215	23.888350964136443	19.589131186937955	21.00382066656123	24.92483351106538	20.62255993198502	24.206945450241964	23.9882830162537	24.215136534787966	20.608376848556667	24.553359160498555	23.70946779155215
ITSN2	11	Q9NZM3	1.0	23.377218378888934	23.05503691618599	19.431922143060227	19.996607458882337	24.872969542170516	20.675510730235978	23.97273514333159	23.77860994866372	23.874981906134856	20.252793632983792	24.072250291868706	23.377218378888934
IVD	73	P26440	1.0	28.21481177757331	29.101995321356956	24.60743733822318	26.315882198684424	29.061140860492163	24.96766161683626	28.44416944866178	28.35702765825416	29.013951773385372	25.055185449226713	28.67570604023337	28.21481177757331
IVNS1ABP	2	Q9Y6Y0	1.0	20.320475855651644	20.03131580923888	16.18458488391789	17.419037411221233	22.185625516427667	16.919196908286775	20.872238546850834	20.596578792665223	20.538971444876093	16.975990061007685	20.657797699610654	20.320475855651644
IWS1	9	Q96ST2	1.0	22.40439503306216	22.65628222625332	18.58154040233847	19.396185058135405	23.86688167603367	19.184676719837984	22.77117809601227	22.66394705706408	23.02007611140488	19.151160854207454	22.788932355370317	22.40439503306216
IYD	8	Q6PHW0	1.0	22.47521718181981	23.293523978296363	17.682154397932543	20.4100232221369	22.418548202409163	18.736208604939165	21.83287376358227	21.933630834301407	24.02252116682592	18.72863672163975	23.019274934164557	22.47521718181981
JAGN1	4	Q8N5M9	1.0	23.391924289841928	23.687630250029606	19.945589880092587	20.67066647628891	24.425861650611086	20.33371144922085	23.866138580941854	23.691451425520945	24.293096165314886	20.671846019682352	23.61234012258588	23.391924289841928
JAK1	9	P23458	1.0	23.038443321940363	23.312003299534194	18.772829459051593	20.414179614372536	23.919914087503937	19.771055044678633	23.321536672051785	23.195201821622426	23.874736482142676	19.99125237825892	24.115540014703086	23.038443321940363
JAK2	1	O60674	0.9953	19.83458607906739	19.5187479373871	16.707046562560226	16.643655681131627	20.937953467534868	18.814036889380105	20.437084771815726	20.267046211666447	20.4923585525774	16.500784310652584	20.6717220776659	19.83458607906739
JAM3	1	Q9BX67	0.9956	26.009035320923708	26.22503473423948	22.123795032130456	23.751326142107423	26.615264797417623	22.19441424141877	26.765766527242043	26.659066798612464	26.398838115455526	23.065465564502876	27.191287277706337	26.009035320923708
JCAD	1	Q9P266	0.9998	19.401134721430857	19.38204968188518	15.82185048249625	16.334520880619582	20.844821106486087	16.84603996566453	19.992155562743147	19.92057603682477	20.03751575681555	16.554791621901973	19.764733259476166	19.401134721430857
JCHAIN	4	P01591	1.0	23.477239222728087	23.368327879634073	18.748800682952677	20.16304599757373	24.00035855496174	20.079115567112925	24.604034927900358	24.416979314288973	23.94395238125082	21.098170502062924	24.03092685229899	23.477239222728087
JMJD6	2	Q6NYC1	0.9999	19.70206652329427	20.287240142932777	16.528957286193446	16.824384678336244	20.891928435046566	17.00704877402717	20.124006616710183	20.086142537311613	20.008126650776827	16.61017021607503	19.850793525293756	19.70206652329427
JPT2	3	Q9H910	1.0	21.31690389223023	21.658179914571523	17.763162672534538	18.847062895927706	23.24418981157538	18.772256831033328	21.9854179497495	21.0434414410764	21.518724481080728	18.09489064328385	21.24184098453174	21.31690389223023
JTB	2	O76095	1.0	20.572219698660156	20.16946366956943	17.751573845525552	17.163060380083873	22.036256549112498	18.450061601948743	21.30281557312599	21.292129027071372	20.92716747831662	18.31416348141381	20.791675749718717	20.572219698660156
JUP	56	P14923	1.0	26.293925318088544	26.473317287646392	22.017429420740132	23.56447676108157	27.588760457791903	23.127285840147785	26.58741976207852	26.29161031937143	27.087528580524076	22.921358729134987	26.91391581531191	26.293925318088544
KALRN	1	O60229	0.9997	19.46396795954106	19.364404996920978	14.802914736415394	16.63718227622872	20.743350884282492	15.53901265145639	20.21372638244097	19.954001957686327	20.166198378043422	16.462335652874508	20.10102892949373	19.46396795954106
KANK1	14	Q14678	1.0	23.665482050520318	23.775361202250476	19.28137952384186	20.762255327359952	24.799961209726053	20.162298848981816	24.10753988999047	24.20507346457531	24.216976864272326	20.516829149316543	24.38428527263725	23.665482050520318
KANK2	15	Q63ZY3	1.0	25.11314579955749	25.06591475345455	21.34328125312142	22.428784347082576	26.374994071326213	21.997745967966132	25.276096508073113	25.10620239064659	25.858198654887868	21.80576869908144	26.17754469138346	25.11314579955749
KANK3	7	Q6NY19	1.0	21.535226668221583	21.53115862883621	17.992693654749903	18.800263610578263	22.837728909867295	18.902410459282688	21.980597423592354	21.289373553901342	22.207845637707507	18.029340731515667	22.293172135686365	21.535226668221583
KANSL3	1	Q9P2N6	1.0	19.528666463678462	19.592759377972378	14.633708828268315	16.905030970952556	21.34898693020252	16.73454854631829	20.137620646592044	19.661544672968944	19.803877316343275	15.977605338704818	19.750006366274246	19.528666463678462
KARS1	46	Q15046	1.0	25.89826148874797	26.085627050746545	21.64987422818427	23.200720578812902	26.447334469846545	22.675428846292746	26.688284085826613	26.98402830417476	26.31811142256484	23.65219757101512	26.22929985958306	25.89826148874797
KAT2B	3	Q92831	1.0	20.27460510669354	20.298209012261356	16.05265183405341	17.383185608131402	21.767305217436892	17.32608524457423	20.871672185947645	20.647962091338815	20.941691142206764	17.013784325398966	20.870529791139678	20.27460510669354
KAT5	1	Q92993	0.9997	18.40631156192031	18.389479516426963	14.38799480047289	15.675958420851734	19.87589562484184	15.956412083626484	19.083737221068322	18.76812499226514	18.899807811406145	15.727630610406903	18.890083129691845	18.40631156192031
KAT7	7	O95251	1.0	26.825518457549137	27.029132662733577	22.41404366097525	24.372809627403335	28.12950122360817	23.76179030349556	26.978447672296653	26.892198256976585	27.379807184424628	23.86971772932435	27.37695488990634	26.825518457549137
KAT8	1	Q9H7Z6	0.9793	21.38876858097356	20.11820604833915	NA	17.096133433738707	23.244123676853775	NA	21.41873887280378	20.455440185720402	20.340686915665053	NA	21.217103680257882	21.38876858097356
KATNA1	1	O75449	0.9996	19.8079205938625	19.883634720532296	16.083643946081416	17.25472483482869	21.10640061315201	16.910319574841154	20.3679628047128	20.438340720049176	20.177569827683094	17.144555750512808	20.516301476608614	19.8079205938625
KBTBD11	6	O94819	1.0	21.88239952045511	22.19011987474208	18.620558515087982	19.083591884887614	22.496525761362697	19.265147175352737	22.48363510343579	22.380843131775997	22.536795171097335	19.517393585527145	22.56737185179441	21.88239952045511
KBTBD7	1	Q8WVZ9	1.0	16.40892082416089	16.161929061762432	11.952558796017023	13.246608858930026	17.78643215026056	13.874742592857972	16.95054296060012	16.846510942659535	16.9076694837661	13.318776284225516	17.326465388029934	NA
KCMF1	1	Q9P0J7	1.0	19.853710356042047	19.74204884757791	16.494853191702873	17.649458295656608	20.932347696164147	17.184163904079874	20.3833180209677	20.305843399966857	20.31896066112227	17.234984824977516	20.94850435307208	19.853710356042047
KCNAB2	1	Q13303	0.9993	20.146621782553485	20.425203596459518	16.001620389583348	17.463053084890845	20.587325327139972	17.511179202711876	20.81086779668475	20.96983281772733	21.070398088127348	17.91090613730718	20.818501073739462	20.146621782553485
KCNJ8	2	Q15842	0.989	20.965979529669873	21.060810532085355	17.504358429152234	17.799326424017657	22.343694674553692	18.313066776407645	21.264567646164156	21.1720421500798	21.521744639103467	17.35430437476781	21.94790712041387	20.965979529669873
KCTD10	3	Q9H3F6	0.9987	22.007192822641642	22.17727963234751	18.07791847595344	19.219728225962047	23.39597840998627	19.18922599087554	22.63231971060486	22.60853309768382	22.54796103098014	18.665954185638935	22.3053760321832	22.007192822641642
KCTD12	12	Q96CX2	1.0	26.453590587696276	26.669989326182463	22.964002713992	23.75688258271678	26.724865640339477	23.743097997937713	27.268939289800276	27.344101238139984	27.19296984321609	24.133933338836243	27.126763612228046	26.453590587696276
KCTD18	2	Q6PI47	1.0	20.322870467101716	20.52963121218295	16.144407653549056	17.650642767909872	21.59340705368321	16.525464571036835	20.70744447475542	20.579479102454304	20.742404406172515	17.22136261954069	20.905264393045318	20.322870467101716
KCTD21	4	Q4G0X4	1.0	21.424082064791925	21.79301657571626	17.06476773536886	18.871859973998237	22.530185683232133	18.462644265963156	22.0261571610861	21.931503168997438	22.073339906785247	17.973097283951887	22.10646741962139	21.424082064791925
KCTD3	2	Q9Y597	0.9994	20.874271122450942	20.792226895523115	17.03557526873406	16.999725296222536	22.38856942614384	17.72425995744233	21.49394107952187	21.107216318774896	21.117817383000602	17.55955613867022	21.181820291313137	20.874271122450942
KDM1A	12	O60341	1.0	23.820151405079912	23.716452267133917	19.482201382215266	20.898877584620724	25.31177710291776	20.665594861046213	24.30757318127937	24.138212310111456	24.22467151455727	20.5398388996544	24.212772932928587	23.820151405079912
KDM2A	2	Q9Y2K7	0.999	21.804009758979504	22.20666774903619	19.51987215601357	18.783817309756454	23.19142932949028	19.617343450987494	22.28908966900187	22.285482382847643	21.988844040726587	19.46123707936454	22.15819374779633	21.804009758979504
KDM3B	2	Q7LBC6	0.9865	19.995109225783725	19.693828709122087	16.85533469130756	17.08201519862557	21.775506692792014	17.157188955041466	20.454676392199655	19.65896412523517	20.056622287495184	17.002307300027255	20.885856840573595	19.995109225783725
KDM5A	2	P29375	0.9986	17.163601402272082	17.04030957208051	12.846959585213304	14.217332612678888	18.8934444551688	13.801201106583637	17.75556925077955	17.144594553477134	17.409670443656147	13.572088662203935	17.434657807591428	17.163601402272082
KDM5B	1	Q9UGL1	0.9791	19.22818498142651	19.27021020743139	15.699254066811786	16.33610210542331	20.549071542520217	15.47443193191964	19.427699438003216	19.084874095894097	20.440216594561154	16.176715868405594	19.981588536801887	19.22818498142651
KDM5C	2	P41229	0.9958	19.49335205609735	19.52039721645016	15.69859696799996	16.4479551871238	21.006091072663732	16.179357140268785	19.928458296388303	19.7984718173711	19.92769715220686	16.350449460160924	19.844876205003814	19.49335205609735
KDM8	2	Q8N371	0.9987	19.49034661202381	19.81363203793107	15.644172605507919	17.017586857647753	20.68762766061	15.878075766925312	19.86281058317507	19.934890755235383	20.011958560638938	16.393976098570455	20.396704871937768	19.49034661202381
KDSR	12	Q06136	1.0	23.746472507268983	23.981552859533807	19.594092888406237	20.949795355537418	24.23993388484095	20.76263376096788	24.393758917711462	24.372297202219354	24.64472574787367	21.138239597863144	24.359628157897205	23.746472507268983
KEAP1	2	Q14145	0.9996	20.28252036089004	20.28039663924854	16.725407633463306	17.706905072699634	21.487637793622014	17.908392849658853	20.691986498539958	20.71467985757506	20.973253324630143	17.401746720509394	21.119247811056677	20.28252036089004
KHDRBS1	23	Q07666	1.0	25.66907866498719	25.362353600121036	21.625680182490573	22.467160948018424	27.329409686313777	22.400121229765	26.076313762431976	25.81058231646042	25.79411256231128	22.591549732736315	25.86456816614746	25.66907866498719
